0.0,54266
4.022616666666667,59
4.0227,59
4.023,58
4.023066666666667,59
4.023433333333333,59
4.02395,59
4.024,59
4.0241,59
4.024133333333333,59
4.02425,59
4.02435,59
4.024466666666667,59
4.024533333333333,59
4.024666666666667,59
4.0247166666666665,61
4.0248,61
4.024866666666667,61
4.024933333333333,59
4.02495,61
4.025016666666667,61
4.0251166666666665,59
4.025133333333334,120
4.02515,122
4.0252,59
4.025216666666667,59
4.02525,59
4.025266666666667,242
4.025283333333333,60
4.025316666666667,59
4.02535,142
4.025383333333333,120
4.0254,239
4.025416666666667,61
4.02545,61
4.0254666666666665,61
4.025483333333334,70
4.0255,120
4.025516666666666,60
4.025533333333334,238
4.0255833333333335,120
4.0256,61
4.025616666666667,122
4.025666666666667,58
4.025716666666667,61
4.025733333333333,274
4.025766666666667,121
4.025783333333333,183
4.0258,261
4.025816666666667,194
4.02585,241
4.0258666666666665,179
4.025883333333334,61
4.0259,119
4.025916666666666,179
4.025933333333334,780
4.02595,177
4.025966666666666,61
4.0259833333333335,173
4.026,239
4.026016666666667,118
4.026033333333333,122
4.02605,298
4.026066666666667,632
4.026083333333333,198
4.0261,59
4.026116666666667,295
4.026133333333333,408
4.02615,361
4.026166666666667,77
4.026183333333333,201
4.0262,384
4.0262166666666666,397
4.02625,176
4.026266666666666,1025
4.026283333333334,479
4.026316666666666,181
4.0263333333333335,835
4.02635,300
4.026366666666667,112
4.026383333333333,376
4.0264,295
4.026416666666667,176
4.02645,205
4.026466666666667,502
4.026483333333333,137
4.026516666666667,377
4.026533333333333,496
4.02655,443
4.026566666666667,182
4.026583333333333,552
4.0266,574
4.0266166666666665,396
4.026633333333334,61
4.02665,295
4.026666666666666,740
4.026683333333334,262
4.026716666666666,346
4.0267333333333335,1152
4.02675,534
4.026766666666667,77
4.026783333333333,520
4.0268,1373
4.026816666666667,349
4.02685,386
4.026866666666667,1071
4.026883333333333,440
4.0269,181
4.026916666666667,487
4.026933333333333,1164
4.02695,593
4.026966666666667,59
4.026983333333333,199
4.027,1457
4.0270166666666665,263
4.027033333333334,276
4.02705,266
4.027066666666666,1043
4.027083333333334,605
4.027116666666666,465
4.0271333333333335,1345
4.02715,345
4.027166666666667,220
4.027183333333333,144
4.0272,805
4.027216666666667,787
4.027233333333333,120
4.02725,327
4.027266666666667,1259
4.027283333333333,708
4.0273,203
4.027316666666667,419
4.027333333333333,1034
4.02735,61
4.0273666666666665,182
4.027383333333334,143
4.0274,1301
4.027416666666666,562
4.027433333333334,120
4.02745,156
4.027466666666666,738
4.0274833333333335,146
4.0275,86
4.027516666666667,270
4.027533333333333,1043
4.02755,180
4.027583333333333,380
4.0276,799
4.027616666666667,230
4.027633333333333,264
4.02765,480
4.027666666666667,542
4.027683333333333,505
4.0277,59
4.027716666666667,576
4.027733333333333,846
4.02775,318
4.0277666666666665,347
4.027783333333334,586
4.0278,1018
4.027816666666666,711
4.02785,481
4.027866666666666,692
4.0278833333333335,264
